Gen,BestScore,BestWeights
95,1.116666666666667,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
96,0.7400000000000002,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
97,1.1033333333333333,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
98,0.7566666666666667,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
99,0.7833333333333333,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
100,1.09,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
101,0.7466666666666667,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
102,1.13,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
103,1.11,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
104,1.1033333333333333,"[177.21497136179156, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
105,0.7400000000000001,"[177.21497136179156, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
106,0.7633333333333333,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
107,0.7566666666666667,"[175.4267123209096, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
108,1.1166666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
109,0.7266666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
110,0.77,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
111,1.0766666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
112,0.73,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
113,0.7300000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
114,1.1133333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
115,1.0766666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
116,0.7300000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
117,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
118,1.0999999999999999,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
119,1.12,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
120,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
121,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
122,1.1333333333333335,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
123,1.0766666666666669,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
124,1.1,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
125,0.7533333333333334,"[163.26775073906947, 135.79333251882085, 5.576885479526774, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
126,1.1133333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
127,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
128,1.1166666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
129,0.7633333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
130,1.12,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
131,1.1133333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
132,0.7499999999999999,"[163.26775073906947, 133.01977922356136, 8.18537817612093, 35.5176435117051, 7.181553214623593, -8.095059090579568]"
133,1.0766666666666664,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
134,1.0999999999999999,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
135,1.1333333333333335,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
136,0.7633333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
137,1.0866666666666667,"[163.26775073906947, 130.90514048543707, 8.154204859987038, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
138,1.13,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
139,0.73,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
140,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
141,1.12,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
142,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
143,1.1300000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
144,1.0766666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
145,1.1333333333333335,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
146,1.1333333333333335,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
147,1.0966666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
148,1.11,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
149,1.1,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
150,1.1,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
151,1.0966666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
152,1.0999999999999999,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
153,1.1333333333333335,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
154,1.096666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
155,1.0966666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
156,1.0966666666666667,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
157,1.1333333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
158,1.13,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
159,0.7500000000000001,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
160,0.7633333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
161,1.12,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
162,1.0999999999999999,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
163,1.12,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
164,0.7366666666666668,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
165,1.0966666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
166,0.7366666666666668,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
167,1.0833333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
168,1.1133333333333333,"[163.26775073906947, 133.01977922356136, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
169,1.1066666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
170,1.1066666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
171,0.7666666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
172,1.0999999999999999,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
173,1.0766666666666664,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
174,1.0833333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
175,1.0933333333333335,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
176,0.7366666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
177,1.1066666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
178,1.1166666666666665,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
179,0.7400000000000001,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 19.59352634537327, -10.895880295864023]"
180,1.1066666666666667,"[173.76846119544703, 159.7830898039381, 13.155619892576869, 29.809621785706668, 7.181553214623593, -8.095059090579568]"
181,0.7566666666666668,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
182,1.0966666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
183,1.1233333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
184,1.12,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
185,1.0966666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
186,1.0933333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 20.658535676139476, 7.181553214623593, -8.095059090579568]"
187,1.0933333333333335,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 20.02454565790199, -14.819320995849377]"
188,1.11,"[173.76846119544703, 146.41473148174882, 9.062152978786113, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
189,1.1233333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
190,1.1033333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
191,1.0966666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
192,1.1166666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
193,1.1233333333333333,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
194,1.0966666666666667,"[173.76846119544703, 146.41473148174882, 13.155619892576869, 28.99904273270907, 7.181553214623593, -8.095059090579568]"
