Run,Gen,BestScore,Material,2x2 Structure,Mobility,Corners,Edges,Center
run4,29,1.1033333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,30,0.7700000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,31,1.13,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,32,1.12,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,33,1.1133333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,34,0.7500000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,35,1.12,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,36,1.096666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,37,1.1166666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,38,1.096666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,39,0.7366666666666668,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,40,1.1033333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,41,1.106666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,42,1.133333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,43,0.7333333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,44,1.1333333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,45,1.1033333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,46,1.0766666666666664,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,47,0.7366666666666668,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,48,0.7266666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,49,0.7566666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,50,1.1,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,51,1.12,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,52,1.13,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,53,1.1133333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,54,0.7833333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,55,1.1333333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,56,1.1333333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,57,1.0833333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,58,0.7333333333333334,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,59,0.7300000000000001,174.43680484352367,152.76134028890698,13.155619892576869,40.0,7.181553214623593,-8.095059090579568
run4,60,0.7833333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,61,1.1133333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,62,0.7366666666666668,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,63,0.7300000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,64,0.7300000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,65,1.1033333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,66,0.7300000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,67,1.0833333333333337,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,68,1.133333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,69,1.1333333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,70,1.096666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,71,0.7500000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,72,1.1,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,73,1.1033333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,74,0.7266666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,75,1.106666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,76,1.1033333333333335,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,77,0.7700000000000001,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,78,1.133333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,79,1.14,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,80,1.1033333333333333,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,81,1.1166666666666667,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,82,1.12,174.43680484352367,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,83,1.1,183.14023193691006,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,84,1.0833333333333333,183.14023193691006,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,85,1.1,183.14023193691006,138.25768090531164,13.155619892576869,32.583776605450346,7.181553214623593,-8.095059090579568
run4,86,0.7333333333333334,183.14023193691006,133.01977922356136,13.155619892576869,30.510700794554573,7.181553214623593,-8.095059090579568
run4,87,1.086666666666667,183.14023193691006,133.01977922356136,13.155619892576869,30.510700794554573,7.181553214623593,-8.095059090579568
run4,88,0.7233333333333333,183.14023193691006,133.01977922356136,13.155619892576869,30.510700794554573,7.181553214623593,-8.095059090579568
run4,89,0.7300000000000001,183.14023193691006,133.01977922356136,13.155619892576869,30.510700794554573,7.181553214623593,-8.095059090579568
run4,90,1.1,196.3631128510152,133.01977922356136,13.155619892576869,30.510700794554573,7.823867737968387,-8.095059090579568
run4,91,1.12,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,92,0.7600000000000001,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,93,1.1133333333333333,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,94,0.7733333333333334,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,95,1.116666666666667,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,96,0.7400000000000002,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,97,1.1033333333333333,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,98,0.7566666666666667,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,99,0.7833333333333333,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,100,1.09,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,101,0.7466666666666667,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,102,1.13,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,103,1.11,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,104,1.1033333333333333,177.21497136179156,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,105,0.7400000000000001,177.21497136179156,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,106,0.7633333333333333,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,107,0.7566666666666667,175.4267123209096,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,108,1.1166666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,109,0.7266666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,110,0.77,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,111,1.0766666666666669,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,112,0.73,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,113,0.7300000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,114,1.1133333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,115,1.0766666666666669,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,116,0.7300000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,117,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,118,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,119,1.12,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,120,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,121,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,122,1.1333333333333335,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,123,1.0766666666666669,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,124,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,125,0.7533333333333334,163.26775073906947,135.79333251882085,5.576885479526774,28.99904273270907,7.181553214623593,-8.095059090579568
run4,126,1.1133333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,127,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,128,1.1166666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,129,0.7633333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,130,1.12,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,131,1.1133333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,132,0.7499999999999999,163.26775073906947,133.01977922356136,8.18537817612093,35.5176435117051,7.181553214623593,-8.095059090579568
run4,133,1.0766666666666664,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,134,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,135,1.1333333333333335,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,136,0.7633333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,137,1.086666666666667,163.26775073906947,130.90514048543707,8.154204859987038,28.99904273270907,7.181553214623593,-8.095059090579568
run4,138,1.13,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,139,0.73,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,140,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,141,1.12,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,142,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,143,1.13,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,144,1.0766666666666669,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,145,1.1333333333333335,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,146,1.1333333333333335,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,147,1.096666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,148,1.11,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,149,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,150,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,151,1.096666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,152,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,153,1.1333333333333335,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,154,1.096666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,155,1.096666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,156,1.096666666666667,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,157,1.1333333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,158,1.13,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,159,0.7500000000000001,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,160,0.7633333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,161,1.12,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,162,1.1,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,163,1.12,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,164,0.7366666666666668,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,165,1.096666666666667,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,166,0.7366666666666668,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,167,1.0833333333333333,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,168,1.1133333333333333,163.26775073906947,133.01977922356136,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,169,1.106666666666667,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,170,1.106666666666667,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,171,0.7666666666666667,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,172,1.1,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,173,1.0766666666666664,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
run4,174,1.0833333333333333,173.76846119544703,146.41473148174882,13.155619892576869,28.99904273270907,7.181553214623593,-8.095059090579568
